symbol,entry_time,entry_price,trigger_high,drop_from_high_pct,optimal_tp_pct,max_rally_after_entry,hold_minutes_to_optimal_tp,tp_hit
SOLUSDT,2025-10-11 13:30:00+00:00,180.77,184.69,2.12,1.07,2.37,10.0,True
SOLUSDT,2025-10-11 19:00:00+00:00,181.0,185.05,2.19,0.81,8.41,705.0,True
SOLUSDT,2025-10-11 19:20:00+00:00,177.56,182.11,2.5,2.85,10.72,685.0,True
SOLUSDT,2025-10-11 20:10:00+00:00,176.26,180.02,2.09,3.71,11.57,655.0,True
SOLUSDT,2025-10-11 21:05:00+00:00,172.58,177.43,2.73,9.65,15.31,1080.0,True
SOLUSDT,2025-10-12 00:25:00+00:00,175.01,178.78,2.11,11.53,13.85,980.0,True
SOLUSDT,2025-10-12 00:55:00+00:00,173.0,176.86,2.18,13.02,15.17,970.0,True
SOLUSDT,2025-10-12 13:30:00+00:00,178.63,183.19,2.49,10.42,11.96,425.0,True
SOLUSDT,2025-10-12 15:35:00+00:00,187.84,191.72,2.02,5.01,6.47,300.0,True
SOLUSDT,2025-10-12 18:45:00+00:00,191.68,196.22,2.31,3.13,7.83,120.0,True
SOLUSDT,2025-10-12 21:25:00+00:00,194.6,199.0,2.21,2.06,7.37,170.0,True
SOLUSDT,2025-10-13 02:15:00+00:00,195.76,199.99,2.12,6.17,7.91,1040.0,True
SOLUSDT,2025-10-13 06:00:00+00:00,192.91,197.19,2.17,7.78,9.51,820.0,True
SOLUSDT,2025-10-13 10:15:00+00:00,195.22,199.5,2.15,6.5,8.21,565.0,True
SOLUSDT,2025-10-13 11:25:00+00:00,190.02,196.43,3.26,9.42,11.17,495.0,True
SOLUSDT,2025-10-13 14:20:00+00:00,192.75,196.96,2.14,7.87,9.6,320.0,True
SOLUSDT,2025-10-14 02:15:00+00:00,206.23,211.25,2.38,0.09,0.95,5.0,True
SOLUSDT,2025-10-14 04:10:00+00:00,203.9,208.19,2.06,-0.15,0.61,5.0,True
SOLUSDT,2025-10-14 05:35:00+00:00,200.47,205.14,2.28,1.23,3.0,640.0,True
SOLUSDT,2025-10-14 06:30:00+00:00,196.3,200.81,2.25,3.47,5.19,585.0,True
SOLUSDT,2025-10-14 06:45:00+00:00,192.0,197.91,2.99,5.81,7.54,570.0,True
SOLUSDT,2025-10-14 08:00:00+00:00,193.22,197.23,2.03,5.33,6.86,500.0,True
SOLUSDT,2025-10-14 10:05:00+00:00,193.39,197.58,2.12,5.52,8.03,375.0,True
SOLUSDT,2025-10-14 12:20:00+00:00,192.7,197.08,2.22,6.02,8.41,240.0,True
SOLUSDT,2025-10-14 15:10:00+00:00,194.7,198.85,2.09,4.95,7.3,70.0,True
SOLUSDT,2025-10-14 16:40:00+00:00,201.11,206.48,2.6,1.59,3.88,5.0,True
SOLUSDT,2025-10-14 17:00:00+00:00,199.28,205.07,2.82,2.49,4.83,10.0,True
SOLUSDT,2025-10-14 18:55:00+00:00,200.52,204.68,2.03,1.83,4.18,435.0,True
SOLUSDT,2025-10-14 19:35:00+00:00,198.92,203.79,2.39,2.65,5.02,395.0,True
SOLUSDT,2025-10-15 03:20:00+00:00,201.32,205.82,2.19,1.29,3.77,100.0,True
SOLUSDT,2025-10-15 10:30:00+00:00,204.66,208.91,2.03,-0.77,0.24,5.0,True
SOLUSDT,2025-10-15 13:05:00+00:00,201.03,205.16,2.01,-1.89,1.91,5.0,True
SOLUSDT,2025-10-15 13:45:00+00:00,198.04,204.32,3.07,-0.59,3.45,5.0,True
SOLUSDT,2025-10-15 14:40:00+00:00,200.0,204.87,2.38,-1.76,0.31,5.0,True
SOLUSDT,2025-10-15 15:40:00+00:00,196.52,200.62,2.04,-0.29,1.12,5.0,True
SOLUSDT,2025-10-15 19:40:00+00:00,194.73,198.73,2.01,0.36,1.89,5.0,True
SOLUSDT,2025-10-15 20:30:00+00:00,192.24,196.62,2.23,1.62,3.21,15.0,True
SOLUSDT,2025-10-16 05:00:00+00:00,192.24,196.19,2.01,1.71,3.21,110.0,True
SOLUSDT,2025-10-16 09:30:00+00:00,186.37,195.6,4.72,3.56,6.47,15.0,True
SOLUSDT,2025-10-16 14:05:00+00:00,193.82,198.42,2.32,-0.78,1.42,5.0,True
SOLUSDT,2025-10-16 15:00:00+00:00,192.56,196.57,2.04,-1.19,0.77,5.0,True
SOLUSDT,2025-10-16 15:35:00+00:00,189.75,194.04,2.21,-1.19,1.36,5.0,True
SOLUSDT,2025-10-16 15:55:00+00:00,186.56,190.48,2.06,0.44,3.09,5.0,True
SOLUSDT,2025-10-16 18:00:00+00:00,187.57,192.33,2.47,-0.25,1.2,5.0,True
SOLUSDT,2025-10-16 19:20:00+00:00,185.73,189.83,2.16,0.55,0.98,5.0,True
SOLUSDT,2025-10-16 19:35:00+00:00,183.56,187.4,2.05,1.57,2.17,15.0,True
SOLUSDT,2025-10-16 20:30:00+00:00,182.22,186.75,2.43,1.83,2.93,85.0,True
SOLUSDT,2025-10-17 06:25:00+00:00,183.75,187.55,2.03,-2.21,0.24,5.0,True
SOLUSDT,2025-10-17 06:45:00+00:00,179.89,184.19,2.33,2.52,3.42,555.0,True
SOLUSDT,2025-10-17 07:30:00+00:00,177.4,181.82,2.43,4.01,6.12,510.0,True
SOLUSDT,2025-10-17 08:15:00+00:00,175.86,179.63,2.1,4.98,7.05,465.0,True
SOLUSDT,2025-10-17 09:55:00+00:00,176.75,180.44,2.05,4.63,6.51,365.0,True
SOLUSDT,2025-10-17 10:20:00+00:00,174.06,177.94,2.18,6.29,8.16,340.0,True
SOLUSDT,2025-10-17 13:40:00+00:00,178.66,182.7,2.21,3.95,5.37,455.0,True
SOLUSDT,2025-10-17 14:30:00+00:00,176.84,181.82,2.74,5.02,6.46,405.0,True
SOLUSDT,2025-10-17 19:30:00+00:00,181.64,185.41,2.03,2.37,3.64,105.0,True
SOLUSDT,2025-10-17 23:25:00+00:00,182.12,186.04,2.11,2.35,3.37,445.0,True
SOLUSDT,2025-10-18 10:55:00+00:00,184.4,188.26,2.05,1.42,3.02,80.0,True
SOLUSDT,2025-10-18 16:30:00+00:00,183.2,187.4,2.24,2.99,4.64,1070.0,True
SOLUSDT,2025-10-19 08:25:00+00:00,183.81,187.87,2.16,4.04,5.82,350.0,True
SOLUSDT,2025-10-19 19:45:00+00:00,188.33,192.29,2.06,2.33,3.28,575.0,True
SOLUSDT,2025-10-20 00:10:00+00:00,186.32,190.16,2.02,3.43,4.39,310.0,True
SOLUSDT,2025-10-20 15:55:00+00:00,190.44,194.5,2.09,-0.54,3.52,5.0,True
SOLUSDT,2025-10-20 17:30:00+00:00,186.51,190.51,2.1,1.73,6.01,175.0,True
SOLUSDT,2025-10-21 01:00:00+00:00,187.1,191.18,2.13,2.49,5.67,835.0,True
SOLUSDT,2025-10-21 04:00:00+00:00,184.0,188.48,2.38,4.21,7.45,655.0,True
SOLUSDT,2025-10-21 13:45:00+00:00,183.94,187.76,2.03,4.25,7.49,70.0,True
SOLUSDT,2025-10-21 16:55:00+00:00,192.11,197.71,2.83,-0.38,1.74,5.0,True
SOLUSDT,2025-10-21 20:15:00+00:00,190.71,195.45,2.43,-2.23,0.78,5.0,True
SOLUSDT,2025-10-21 21:20:00+00:00,188.0,192.19,2.18,-0.98,1.86,5.0,True
SOLUSDT,2025-10-21 23:15:00+00:00,187.35,191.49,2.16,-0.76,0.57,5.0,True
SOLUSDT,2025-10-22 00:25:00+00:00,184.37,188.41,2.14,0.66,1.67,5.0,True
SOLUSDT,2025-10-22 05:25:00+00:00,183.28,187.45,2.22,0.73,1.98,20.0,True
SOLUSDT,2025-10-22 14:20:00+00:00,182.72,186.91,2.24,2.88,5.42,1030.0,True
SOLUSDT,2025-10-22 17:40:00+00:00,182.03,186.04,2.16,3.81,6.24,995.0,True
SOLUSDT,2025-10-22 19:55:00+00:00,177.07,182.65,3.06,7.3,9.25,1050.0,True
SOLUSDT,2025-10-22 21:10:00+00:00,177.04,180.78,2.07,7.59,9.27,980.0,True
SOLUSDT,2025-10-23 14:10:00+00:00,188.46,192.62,2.16,2.44,4.53,205.0,True
SOLUSDT,2025-10-23 20:10:00+00:00,189.57,193.45,2.01,1.86,3.92,280.0,True
SOLUSDT,2025-10-24 11:30:00+00:00,190.58,194.6,2.07,1.81,3.37,60.0,True
SOLUSDT,2025-10-24 12:55:00+00:00,193.01,197.0,2.03,0.51,1.16,5.0,True
SOLUSDT,2025-10-24 14:25:00+00:00,189.49,194.28,2.47,2.37,3.04,370.0,True
SOLUSDT,2025-10-25 10:05:00+00:00,191.19,195.25,2.08,1.61,2.74,530.0,True
SOLUSDT,2025-10-27 08:20:00+00:00,201.17,205.33,2.03,0.15,1.03,465.0,True
SOLUSDT,2025-10-27 20:25:00+00:00,199.05,203.25,2.07,1.25,2.48,315.0,True
SOLUSDT,2025-10-28 10:35:00+00:00,199.86,203.99,2.02,-0.05,1.59,5.0,True
SOLUSDT,2025-10-28 14:40:00+00:00,198.63,203.03,2.17,0.24,1.55,15.0,True
SOLUSDT,2025-10-28 19:25:00+00:00,197.19,201.28,2.03,-0.04,2.29,5.0,True
SOLUSDT,2025-10-28 20:05:00+00:00,193.42,197.79,2.21,1.82,4.28,870.0,True
SOLUSDT,2025-10-28 21:05:00+00:00,190.22,194.6,2.25,3.53,6.04,810.0,True
SOLUSDT,2025-10-29 15:35:00+00:00,197.63,201.7,2.02,-0.77,0.58,5.0,True
SOLUSDT,2025-10-29 18:35:00+00:00,190.02,198.77,4.4,2.94,4.3,115.0,True
SOLUSDT,2025-10-29 19:40:00+00:00,191.36,195.45,2.09,2.26,3.57,55.0,True
SOLUSDT,2025-10-29 23:40:00+00:00,192.98,197.06,2.07,1.24,2.7,130.0,True
SOLUSDT,2025-10-30 04:10:00+00:00,193.83,198.19,2.2,0.42,1.22,90.0,True
SOLUSDT,2025-10-30 10:00:00+00:00,191.65,196.19,2.31,0.15,0.52,5.0,True
SOLUSDT,2025-10-30 12:25:00+00:00,188.03,192.65,2.4,-0.73,1.01,5.0,True
SOLUSDT,2025-10-30 13:35:00+00:00,184.91,189.93,2.64,0.94,2.43,10.0,True
SOLUSDT,2025-10-30 16:00:00+00:00,183.96,187.86,2.08,1.53,3.42,565.0,True
SOLUSDT,2025-10-30 17:30:00+00:00,181.62,186.35,2.54,2.89,4.76,475.0,True
SOLUSDT,2025-10-30 19:20:00+00:00,180.24,184.04,2.06,3.67,5.56,365.0,True
SOLUSDT,2025-10-31 16:40:00+00:00,186.12,190.26,2.18,0.56,1.57,160.0,True
SOLUSDT,2025-11-01 06:40:00+00:00,185.0,189.04,2.14,0.8,1.64,135.0,True
SOLUSDT,2025-11-02 10:40:00+00:00,184.45,188.34,2.07,0.63,2.54,45.0,True
SOLUSDT,2025-11-02 16:10:00+00:00,182.51,186.5,2.14,1.58,3.63,310.0,True
SOLUSDT,2025-11-03 02:00:00+00:00,184.95,189.13,2.21,-1.04,0.3,5.0,True
SOLUSDT,2025-11-03 03:10:00+00:00,180.49,185.5,2.7,-1.97,0.53,5.0,True
SOLUSDT,2025-11-03 03:50:00+00:00,176.73,181.44,2.6,0.03,1.14,5.0,True
SOLUSDT,2025-11-03 06:45:00+00:00,174.22,178.75,2.53,1.21,1.67,5.0,True
SOLUSDT,2025-11-03 08:45:00+00:00,173.0,177.13,2.33,1.65,2.28,5.0,True
SOLUSDT,2025-11-03 15:25:00+00:00,166.14,176.95,6.11,1.26,2.93,5.0,True
SOLUSDT,2025-11-03 15:45:00+00:00,166.04,169.97,2.31,1.26,2.99,25.0,True
SOLUSDT,2025-11-03 19:00:00+00:00,167.29,171.0,2.17,0.25,0.68,15.0,True
SOLUSDT,2025-11-03 20:45:00+00:00,164.77,168.34,2.12,1.47,2.22,230.0,True
SOLUSDT,2025-11-04 04:40:00+00:00,164.8,168.42,2.15,-1.94,0.44,5.0,True
SOLUSDT,2025-11-04 05:20:00+00:00,161.0,165.53,2.74,0.46,2.65,5.0,True
SOLUSDT,2025-11-04 05:30:00+00:00,158.34,162.36,2.48,2.09,4.38,335.0,True
SOLUSDT,2025-11-04 05:55:00+00:00,157.17,160.67,2.18,2.86,5.15,310.0,True
SOLUSDT,2025-11-04 06:40:00+00:00,158.08,161.34,2.02,2.3,4.55,265.0,True
SOLUSDT,2025-11-04 14:35:00+00:00,159.32,162.62,2.03,1.81,3.73,5.0,True
SOLUSDT,2025-11-04 15:50:00+00:00,161.27,165.27,2.42,0.42,0.68,5.0,True
SOLUSDT,2025-11-04 16:45:00+00:00,158.25,162.36,2.53,-0.79,0.55,5.0,True
SOLUSDT,2025-11-04 17:05:00+00:00,155.14,159.12,2.5,0.92,1.89,15.0,True
SOLUSDT,2025-11-04 18:00:00+00:00,154.37,158.07,2.34,0.94,1.99,5.0,True
SOLUSDT,2025-11-04 18:30:00+00:00,152.27,156.12,2.47,3.85,7.09,640.0,True
SOLUSDT,2025-11-04 19:50:00+00:00,154.21,157.44,2.05,-0.06,0.56,5.0,True
SOLUSDT,2025-11-04 20:15:00+00:00,148.29,155.07,4.37,7.13,10.55,1040.0,True
SOLUSDT,2025-11-04 21:10:00+00:00,151.46,154.84,2.18,5.15,8.26,990.0,True
SOLUSDT,2025-11-04 21:30:00+00:00,147.13,151.9,3.14,8.45,11.45,975.0,True
SOLUSDT,2025-11-05 00:40:00+00:00,152.49,155.9,2.19,6.2,7.53,975.0,True
SOLUSDT,2025-11-05 01:15:00+00:00,150.39,153.74,2.18,7.68,9.03,940.0,True
SOLUSDT,2025-11-05 01:30:00+00:00,147.91,151.0,2.05,9.49,10.86,925.0,True
SOLUSDT,2025-11-05 08:00:00+00:00,155.37,158.62,2.05,4.51,5.54,565.0,True
SOLUSDT,2025-11-06 00:35:00+00:00,160.47,163.97,2.13,-0.3,1.52,5.0,True
SOLUSDT,2025-11-06 05:35:00+00:00,159.12,162.91,2.33,0.03,1.5,5.0,True
SOLUSDT,2025-11-06 14:30:00+00:00,157.66,161.51,2.38,-0.08,0.95,5.0,True
SOLUSDT,2025-11-06 15:40:00+00:00,155.52,159.16,2.29,1.22,2.03,125.0,True
SOLUSDT,2025-11-06 16:40:00+00:00,153.8,156.99,2.03,2.37,3.17,65.0,True
SOLUSDT,2025-11-06 20:35:00+00:00,155.35,158.67,2.09,1.56,5.88,375.0,True
SOLUSDT,2025-11-06 23:20:00+00:00,153.45,156.94,2.22,4.35,7.19,1080.0,True
SOLUSDT,2025-11-07 04:35:00+00:00,155.3,158.62,2.09,5.01,6.18,880.0,True
SOLUSDT,2025-11-07 09:25:00+00:00,154.92,158.28,2.12,5.35,6.44,590.0,True
SOLUSDT,2025-11-07 11:10:00+00:00,151.9,155.76,2.48,7.45,8.55,485.0,True
SOLUSDT,2025-11-07 12:50:00+00:00,151.0,154.19,2.07,8.09,9.2,385.0,True
SOLUSDT,2025-11-07 14:35:00+00:00,149.82,153.22,2.22,8.94,10.06,280.0,True
SOLUSDT,2025-11-08 00:35:00+00:00,160.59,164.48,2.37,0.76,2.68,10.0,True
SOLUSDT,2025-11-08 05:35:00+00:00,161.24,164.89,2.21,-0.7,0.68,5.0,True
SOLUSDT,2025-11-08 11:50:00+00:00,159.01,162.34,2.05,-0.32,0.58,5.0,True
SOLUSDT,2025-11-08 15:15:00+00:00,156.4,159.7,2.07,1.72,4.3,925.0,True
SOLUSDT,2025-11-09 03:25:00+00:00,155.11,158.44,2.1,6.58,8.8,965.0,True
SOLUSDT,2025-11-09 14:55:00+00:00,159.74,163.12,2.07,5.35,6.72,595.0,True
SOLUSDT,2025-11-10 14:45:00+00:00,165.92,170.48,2.67,1.04,3.63,170.0,True
SOLUSDT,2025-11-10 21:45:00+00:00,164.86,168.49,2.15,1.4,4.29,60.0,True
SOLUSDT,2025-11-11 01:35:00+00:00,166.63,171.0,2.56,-0.57,3.19,5.0,True
SOLUSDT,2025-11-11 04:35:00+00:00,168.1,171.94,2.23,-1.99,0.15,5.0,True
SOLUSDT,2025-11-11 06:00:00+00:00,164.64,168.35,2.2,-0.21,0.41,5.0,True
SOLUSDT,2025-11-11 14:00:00+00:00,161.87,165.32,2.09,-0.59,0.87,5.0,True
SOLUSDT,2025-11-11 15:45:00+00:00,160.0,163.28,2.01,-0.26,0.76,5.0,True
SOLUSDT,2025-11-11 19:05:00+00:00,157.66,161.22,2.21,0.57,2.21,15.0,True
SOLUSDT,2025-11-11 23:30:00+00:00,155.3,158.69,2.14,1.92,3.76,575.0,True
SOLUSDT,2025-11-12 14:45:00+00:00,157.12,161.14,2.49,-0.66,1.56,5.0,True
SOLUSDT,2025-11-12 15:35:00+00:00,155.91,159.57,2.29,0.03,0.83,5.0,True
SOLUSDT,2025-11-12 16:10:00+00:00,152.42,156.67,2.71,2.23,3.14,815.0,True
SOLUSDT,2025-11-12 19:05:00+00:00,151.44,154.84,2.2,2.89,3.8,640.0,True
SOLUSDT,2025-11-13 03:15:00+00:00,150.42,154.68,2.75,3.87,4.51,155.0,True
SOLUSDT,2025-11-13 09:10:00+00:00,153.86,157.2,2.12,1.47,2.01,70.0,True
SOLUSDT,2025-11-13 13:35:00+00:00,153.8,156.96,2.01,0.14,1.89,5.0,True
SOLUSDT,2025-11-13 15:25:00+00:00,153.4,156.71,2.11,-0.23,0.26,5.0,True
SOLUSDT,2025-11-13 17:05:00+00:00,150.33,153.8,2.26,-1.31,0.57,5.0,True
SOLUSDT,2025-11-13 17:40:00+00:00,148.01,151.18,2.1,-1.75,0.54,5.0,True
SOLUSDT,2025-11-13 18:30:00+00:00,145.17,148.81,2.45,-0.4,0.81,5.0,True
SOLUSDT,2025-11-13 19:20:00+00:00,143.16,146.34,2.17,0.84,2.16,5.0,True
SOLUSDT,2025-11-13 19:55:00+00:00,142.04,145.62,2.46,1.39,2.96,150.0,True
SOLUSDT,2025-11-14 00:50:00+00:00,143.04,146.25,2.19,0.71,1.85,30.0,True
SOLUSDT,2025-11-14 04:30:00+00:00,142.03,145.68,2.51,0.56,1.72,5.0,True
SOLUSDT,2025-11-14 04:40:00+00:00,139.08,142.88,2.66,2.69,3.88,20.0,True
SOLUSDT,2025-11-14 06:35:00+00:00,140.75,143.66,2.03,1.49,2.65,20.0,True
SOLUSDT,2025-11-14 08:25:00+00:00,141.41,144.48,2.12,1.01,1.99,35.0,True
SOLUSDT,2025-11-14 11:35:00+00:00,140.22,143.19,2.07,1.84,2.85,190.0,True
SOLUSDT,2025-11-14 12:20:00+00:00,138.07,140.93,2.03,3.43,4.45,145.0,True
SOLUSDT,2025-11-14 12:35:00+00:00,136.01,139.0,2.15,5.0,6.04,130.0,True
SOLUSDT,2025-11-14 13:20:00+00:00,136.73,139.78,2.18,4.44,5.48,85.0,True
SOLUSDT,2025-11-14 17:45:00+00:00,141.06,144.22,2.19,1.21,2.57,25.0,True
SOLUSDT,2025-11-14 20:40:00+00:00,139.59,143.59,2.79,2.28,3.65,360.0,True
SOLUSDT,2025-11-14 23:00:00+00:00,138.0,141.8,2.68,3.46,4.85,220.0,True
SOLUSDT,2025-11-15 08:50:00+00:00,140.5,143.59,2.15,1.03,2.98,270.0,True
SOLUSDT,2025-11-15 19:45:00+00:00,141.72,144.69,2.05,0.04,1.17,5.0,True
SOLUSDT,2025-11-15 21:40:00+00:00,138.92,141.96,2.14,1.98,3.21,440.0,True
SOLUSDT,2025-11-16 01:45:00+00:00,137.39,140.2,2.0,3.12,4.36,195.0,True
SOLUSDT,2025-11-16 11:25:00+00:00,140.33,143.38,2.13,0.28,1.69,195.0,True
SOLUSDT,2025-11-16 15:50:00+00:00,137.64,140.85,2.28,2.81,4.1,865.0,True
SOLUSDT,2025-11-16 16:55:00+00:00,135.38,138.28,2.1,4.53,5.84,800.0,True
SOLUSDT,2025-11-16 18:40:00+00:00,135.61,138.51,2.09,4.35,5.66,695.0,True
SOLUSDT,2025-11-16 22:05:00+00:00,135.2,138.17,2.15,4.67,5.98,490.0,True
SOLUSDT,2025-11-16 23:00:00+00:00,134.91,137.95,2.2,4.89,6.2,435.0,True
SOLUSDT,2025-11-17 13:30:00+00:00,139.78,142.8,2.11,-0.43,2.5,5.0,True
SOLUSDT,2025-11-17 13:55:00+00:00,137.14,140.27,2.23,0.86,4.48,5.0,True
SOLUSDT,2025-11-17 14:50:00+00:00,140.22,143.28,2.14,-1.51,0.41,5.0,True
SOLUSDT,2025-11-17 15:15:00+00:00,136.87,140.8,2.79,-0.62,1.85,5.0,True
SOLUSDT,2025-11-17 16:00:00+00:00,135.76,139.4,2.61,-0.36,0.35,5.0,True
SOLUSDT,2025-11-17 17:30:00+00:00,133.11,136.24,2.3,3.75,6.81,905.0,True
SOLUSDT,2025-11-17 18:15:00+00:00,131.12,133.93,2.1,5.38,8.43,865.0,True
SOLUSDT,2025-11-17 20:00:00+00:00,128.82,131.9,2.34,7.5,10.36,865.0,True
SOLUSDT,2025-11-18 00:40:00+00:00,129.19,131.97,2.11,9.16,10.05,885.0,True
SOLUSDT,2025-11-18 02:55:00+00:00,131.89,134.67,2.06,7.06,8.1,750.0,True
SOLUSDT,2025-11-18 04:25:00+00:00,132.52,135.23,2.0,6.59,7.79,660.0,True
SOLUSDT,2025-11-18 16:00:00+00:00,139.14,142.17,2.13,1.48,2.66,25.0,True
SOLUSDT,2025-11-19 03:35:00+00:00,139.62,142.84,2.25,0.11,1.09,5.0,True
SOLUSDT,2025-11-19 05:35:00+00:00,137.3,140.25,2.1,1.84,5.46,105.0,True
SOLUSDT,2025-11-19 12:00:00+00:00,138.27,141.14,2.03,0.33,0.69,5.0,True
SOLUSDT,2025-11-19 14:00:00+00:00,136.23,139.23,2.15,5.18,6.29,725.0,True
SOLUSDT,2025-11-19 15:25:00+00:00,136.26,139.08,2.03,5.16,6.27,640.0,True
SOLUSDT,2025-11-19 16:25:00+00:00,133.75,136.53,2.04,7.13,8.26,580.0,True
SOLUSDT,2025-11-19 17:35:00+00:00,131.34,134.53,2.37,9.1,10.25,510.0,True
SOLUSDT,2025-11-20 09:25:00+00:00,141.77,144.8,2.09,0.32,1.14,5.0,True
SOLUSDT,2025-11-20 13:55:00+00:00,140.5,143.39,2.02,0.25,0.73,25.0,True
SOLUSDT,2025-11-20 15:55:00+00:00,138.35,141.53,2.25,-2.81,0.28,5.0,True
SOLUSDT,2025-11-20 16:05:00+00:00,135.83,138.74,2.1,-0.9,0.63,5.0,True
SOLUSDT,2025-11-20 16:15:00+00:00,132.69,136.08,2.49,1.43,3.01,255.0,True
SOLUSDT,2025-11-20 16:45:00+00:00,131.56,134.32,2.05,2.33,3.89,225.0,True
SOLUSDT,2025-11-20 19:00:00+00:00,131.63,134.58,2.19,2.32,3.84,140.0,True
SOLUSDT,2025-11-20 23:35:00+00:00,133.61,136.68,2.25,0.62,1.09,25.0,True
SOLUSDT,2025-11-21 02:40:00+00:00,132.08,135.06,2.21,0.69,1.18,10.0,True
SOLUSDT,2025-11-21 04:30:00+00:00,130.62,133.64,2.26,1.41,1.9,25.0,True
SOLUSDT,2025-11-21 07:10:00+00:00,130.28,133.1,2.12,-0.13,0.23,5.0,True
SOLUSDT,2025-11-21 07:30:00+00:00,122.2,130.58,6.42,5.47,6.89,35.0,True
SOLUSDT,2025-11-21 09:30:00+00:00,126.8,129.45,2.05,1.59,3.01,305.0,True
SOLUSDT,2025-11-21 11:45:00+00:00,124.1,126.98,2.27,3.8,5.25,170.0,True
SOLUSDT,2025-11-21 12:25:00+00:00,121.66,124.46,2.25,5.89,7.36,130.0,True
SOLUSDT,2025-11-21 15:15:00+00:00,126.81,129.61,2.16,1.53,3.0,100.0,True
SOLUSDT,2025-11-21 15:35:00+00:00,125.09,127.91,2.2,2.93,4.42,80.0,True
SOLUSDT,2025-11-21 16:15:00+00:00,123.58,126.39,2.22,4.18,5.7,40.0,True
SOLUSDT,2025-11-21 18:05:00+00:00,127.64,130.62,2.28,0.61,2.15,25.0,True
SOLUSDT,2025-11-21 19:45:00+00:00,127.74,130.39,2.03,0.32,1.72,5.0,True
SOLUSDT,2025-11-21 22:45:00+00:00,126.3,129.36,2.37,1.34,2.88,40.0,True
SOLUSDT,2025-11-22 02:45:00+00:00,127.27,129.94,2.05,0.57,2.65,10.0,True
SOLUSDT,2025-11-22 04:35:00+00:00,125.68,128.43,2.14,1.93,4.95,120.0,True
SOLUSDT,2025-11-22 08:30:00+00:00,125.55,128.39,2.21,2.92,5.06,1025.0,True
SOLUSDT,2025-11-23 06:50:00+00:00,129.16,131.9,2.08,2.81,4.06,535.0,True
SOLUSDT,2025-11-23 23:15:00+00:00,130.84,133.54,2.02,2.77,6.9,1070.0,True
SOLUSDT,2025-11-24 04:15:00+00:00,131.3,134.41,2.31,5.38,6.53,955.0,True
SOLUSDT,2025-11-24 06:25:00+00:00,131.22,133.93,2.02,5.56,6.59,825.0,True
SOLUSDT,2025-11-24 09:20:00+00:00,128.51,131.68,2.41,7.79,8.84,650.0,True
SOLUSDT,2025-11-24 14:50:00+00:00,128.54,131.62,2.34,7.82,8.81,320.0,True
SOLUSDT,2025-11-25 07:25:00+00:00,136.8,139.87,2.19,-0.11,0.27,5.0,True
XRPUSDT,2025-10-11 12:50:00+00:00,2.4308,2.4856,2.2,0.53,2.55,5.0,True
XRPUSDT,2025-10-11 19:10:00+00:00,2.4327,2.4928,2.41,-0.85,4.62,5.0,True
XRPUSDT,2025-10-11 19:50:00+00:00,2.383,2.4389,2.29,1.23,6.98,975.0,True
XRPUSDT,2025-10-11 20:30:00+00:00,2.3571,2.4118,2.27,2.55,8.6,950.0,True
XRPUSDT,2025-10-11 21:05:00+00:00,2.3228,2.3804,2.42,6.78,11.25,1080.0,True
XRPUSDT,2025-10-12 00:40:00+00:00,2.3564,2.407,2.1,7.39,9.66,965.0,True
XRPUSDT,2025-10-12 02:00:00+00:00,2.315,2.366,2.16,9.46,11.62,885.0,True
XRPUSDT,2025-10-12 13:45:00+00:00,2.372,2.4213,2.04,8.71,11.41,425.0,True
XRPUSDT,2025-10-12 15:30:00+00:00,2.4592,2.5145,2.2,5.21,7.46,900.0,True
XRPUSDT,2025-10-12 21:25:00+00:00,2.5286,2.5841,2.15,3.54,4.64,585.0,True
XRPUSDT,2025-10-12 23:15:00+00:00,2.5081,2.56,2.03,4.52,5.5,475.0,True
XRPUSDT,2025-10-13 11:00:00+00:00,2.5822,2.6426,2.29,1.26,2.47,150.0,True
XRPUSDT,2025-10-13 11:25:00+00:00,2.5352,2.5918,2.18,3.03,4.37,125.0,True
XRPUSDT,2025-10-13 14:20:00+00:00,2.5555,2.6163,2.32,2.45,3.54,165.0,True
XRPUSDT,2025-10-14 01:05:00+00:00,2.5928,2.646,2.01,-0.59,0.62,5.0,True
XRPUSDT,2025-10-14 03:05:00+00:00,2.5546,2.6089,2.08,0.08,0.64,5.0,True
XRPUSDT,2025-10-14 04:50:00+00:00,2.5175,2.571,2.08,-1.68,0.94,5.0,True
XRPUSDT,2025-10-14 06:20:00+00:00,2.4889,2.5411,2.05,0.65,1.9,595.0,True
XRPUSDT,2025-10-14 06:45:00+00:00,2.4178,2.498,3.21,3.61,4.9,570.0,True
XRPUSDT,2025-10-14 10:15:00+00:00,2.429,2.481,2.1,3.3,4.88,360.0,True
XRPUSDT,2025-10-14 12:45:00+00:00,2.4147,2.4644,2.02,3.91,5.5,210.0,True
XRPUSDT,2025-10-14 13:35:00+00:00,2.3888,2.439,2.06,5.03,6.64,160.0,True
XRPUSDT,2025-10-14 17:00:00+00:00,2.475,2.5362,2.41,1.34,2.93,5.0,True
XRPUSDT,2025-10-14 19:35:00+00:00,2.4756,2.527,2.03,1.17,2.9,145.0,True
XRPUSDT,2025-10-15 09:30:00+00:00,2.495,2.5475,2.06,-1.61,0.67,5.0,True
XRPUSDT,2025-10-15 13:45:00+00:00,2.4552,2.5094,2.16,-0.52,2.31,5.0,True
